"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value"
"2013","Austria","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","Austria","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Poland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","60"
"2013","Poland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2013","Poland","Frequency of internet access: daily","Percentage of individuals","All Individuals","47"
"2013","Poland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","75"
"2013","Poland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","13"
"2013","Poland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","20"
"2013","Poland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Poland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Poland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Poland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Poland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2013","Poland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2013","Portugal","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","58"
"2013","Portugal","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","93"
"2013","Portugal","Frequency of internet access: daily","Percentage of individuals","All Individuals","48"
"2013","Portugal","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","77"
"2013","Portugal","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","10"
"2013","Portugal","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","16"
"2013","Portugal","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2013","Portugal","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Portugal","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2013","Portugal","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2013","Portugal","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2013","Portugal","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","7"
"2013","Romania","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","45"
"2013","Romania","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","91"
"2013","Romania","Frequency of internet access: daily","Percentage of individuals","All Individuals","32"
"2013","Romania","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","65"
"2013","Romania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","13"
"2013","Romania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","26"
"2013","Romania","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
